"Facility_hydroid","Facility","Use_Type","Locality","FIPS_code","dh_geofield"
74042,"CLARENCE D. BRYANT III","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
74043,"Tankard Farm","irrigation","Accomack",51001,"POINT (-75.680381 37.702274)"
74044,"McMath Farm","irrigation","Accomack",51001,"POINT (-75.701784 37.678064)"
74045,"EJ Johnson  Farm","irrigation","Accomack",51001,"POINT (-75.615746 37.743627)"
74046,"SKIFFE'S CREEK RESERVOIR","municipal","Newport News",51700,"POINT (-76.583888888889 37.198611111111)"
74047,"OTTOBINE DAIRY","irrigation","Rockingham",51165,"POINT (-79.044612 38.430206)"
74048,"Tasley Farm","irrigation","Northampton",51131,"POINT (-75.716882 37.721063)"
74049,"WOODBERRY FOREST SCHOOL","commercial","Madison",51113,"POINT (-78.121944444444 38.291111111111)"
74050,"Eastville Farm","irrigation","Northampton",51131,"POINT (-75.952646 37.365347)"
74051,"STAUNTON WTP","municipal","Augusta",51015,"POINT (-79.114779533 38.221246539)"
74054,"HEART SEVENTEEN PRODUCE INC","agriculture","Middlesex",51119,"POINT (-76.367737 37.566567)"
74055,"MEADOW RUN DAIRY INC","irrigation","Augusta",51015,"POINT (-78.914852 38.166385)"
74056,"HIDDEN CREEK COUNTRY CLUB","commercial","Fairfax County",51059,"POINT (-77.339444444444 38.961111111111)"
74057,"ELM FARM MOBILE HOME PARK","municipal","Prince William",51153,"POINT (-77.320277777778 38.659166666667)"
74059,"GLENMORE COUNTRY CLUB","commercial","Albemarle",51003,"POINT (-78.383055555556 37.978888888889)"
74060,"COX FARMS","irrigation","Surry",51181,"POINT (-76.874454 37.083188)"
74061,"RIVER CREEK COUNTRY CLUB","commercial","Loudoun",51107,"POINT (-77.482777777778 39.104722222222)"
74062,"Grange Hall School","municipal","Chesterfield",51041,"POINT (-99 99)"
74063,"BLACK MARSH FARM","irrigation","Caroline",51033,"POINT (-77.263406 38.20888)"
74064,"Marlbank Farms","irrigation","Essex",51057,"POINT (-77.063157 38.109283)"
74065,"WATERS EDGE","municipal","Franklin County",51067,"POINT (-79.65 37.098333333333)"
74069,"CURLES NECK PLANT","mining","Henrico",51087,"POINT (-77.296111111111 37.369722222222)"
74071,"CUSHAW HYDROPOWER PLANT","hydropower","Amherst",51009,"POINT (-79.381666666667 37.5925)"
74073,"LYNCHBURG PLANT","manufacturing","Lynchburg",51680,"POINT (-79.126388888889 37.401388888889)"
74074,"BAYSHORE FARMS","irrigation","Northampton",51131,"POINT (-99 -99)"
74076,"Independence Golf Club","commercial","Chesterfield",51041,"POINT (-77.6846246 37.5437334)"
74077,"RIVERSIDE FARM","irrigation","King William",51101,"POINT (-77.234166666 37.708055555)"
74078,"WEYERS CAVE SERVICE AREA","municipal","Augusta",51015,"POINT (-78.904166666667 38.2875)"
74079,"DEERFIELD SERVICE AREA","municipal","Augusta",51015,"POINT (-79.0083615 38.2020754)"
74081,"South Anna WTP (Ashland)","municipal","Hanover",51085,"POINT (-77.549722222222 37.794444444444)"
74082,"POTOMAC RIVER GENERATION STATION","fossilpower","Alexandria",51510,"POINT (-77.037222222222 38.807777777778)"
74083,"Route 13 New Church","municipal","Accomack",51001,"POINT (-75.536117 37.989317)"
74084,"I-81 Botetourt","municipal","Botetourt",51023,"POINT (-79.812083 37.469397)"
74085,"WAYNESBORO NURSERIES","irrigation","Augusta",51015,"POINT (-78.949050325 38.0380727639)"
74086,"S E THOMAS AND SONS","irrigation","Essex",51057,"POINT (-99 -99)"
74087,"GOLDEN VIEW FARM","irrigation","Rockingham",51165,"POINT (-79.0576483 38.4079697)"
74091,"WHITE OAKS SERVICE AREA","municipal","Botetourt",51023,"POINT (-79.802777777778 37.3875)"
74093,"THELMA PHILLIPS","irrigation","Shenandoah",51171,"POINT (-78.689386 38.621684)"
74094,"HARD ACRES FARM","irrigation","Amelia",51007,"POINT (-78.0821556 37.3043398)"
74095,"FOXRUN/CHAMPION FOREST SHORES","municipal","Mecklenburg",51117,"POINT (-99 99)"
74096,"CLOVERFIELD FARM","irrigation","Essex",51057,"POINT (-76.955833333333 38.030833333333)"
74097,"JAMES M NEWCOMB & SONS (5121)","irrigation","Hanover",51085,"POINT (-77.293427 37.713143)"
74098,"FOREST PARK COUNTRY CLUB, INC.","commercial","Henry",51089,"POINT (-79.836111111111 36.649166666667)"
74100,"WEST POINT COUNTRY CLUB","commercial","King William",51101,"POINT (-76.827777777778 37.561944444444)"
74102,"PIEDMONT ESTATES SERVICE AREA","municipal","Henry",51089,"POINT (-79.750833333333 36.6875)"
74103,"SPRING HOLLOW RESERVOIR","municipal","Roanoke County",51161,"POINT (-80.180833333333 37.239166666667)"
74105,"Greenbrier Country Club","commercial","Chesapeake",51550,"POINT (-76.21498611 36.77178333)"
74106,"LAVERYs SOD FARM","irrigation","Montgomery",51121,"POINT (-80.249875 37.160764)"
74107,"CABIN HILL FARM","irrigation","Hanover",51085,"POINT (-77.346759 37.781293)"
74108,"Bath County Regional Water System","municipal","Bath",51017,"POINT (-79.845833333333 38.054166666667)"
74109,"WARRENTON NEW WTP","municipal","Fauquier",51061,"POINT (-77.79 38.740833333333)"
74110,"WOODWARD TURF FARMS","irrigation","Culpeper",51047,"POINT (-77.8117169 38.5141694)"
74111,"ROANOKE (CITY) SERVICE AREA","municipal","Roanoke City",51770,"POINT (-79.945277777778 37.271388888889)"
74112,"FLOWER DEW HUNDRED","irrigation","Prince George",51149,"POINT (-77.0275 37.289801)"
74114,"RUSTBURG SERVICE AREA","municipal","Campbell",51031,"POINT (-79.1075 37.274166666667)"
74115,"PINNACLES HYDROPOWER PLANT","hydropower","Patrick",51141,"POINT (-80.448055555556 36.666666666667)"
74116,"SEA BREEZE MOBILE HOME PARK","municipal","Gloucester",51073,"POINT (-76.47 37.318888888889)"
74117,"WestRock Covington Plant","manufacturing","Alleghany",51005,"POINT (-79.995555555556 37.798055555556)"
74118,"LAWRENCEVILLE WTP","municipal","Brunswick",51025,"POINT (-77.867222222222 36.759722222222)"
74120,"HOWARD B LESTER PROPERTY","irrigation","Pittsylvania",51143,"POINT (-99 -99)"
74121,"SPOTSYLVANIA QUARRY","mining","Spotsylvania",51177,"POINT (-77.563888888889 38.205555555556)"
74122,"ROANOKE COUNTY SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.005555555556 37.234444444444)"
74123,"SPRING HOLLOW WTP","municipal","Roanoke County",51161,"POINT (-80.176733 37.233741)"
74125,"TINKER CR-CATAWBA CR DIVERSION","municipal","Botetourt",51023,"POINT (-79.958333333333 37.369444444444)"
74129,"Maury Service Authority Water Treatment Plant","municipal","Rockbridge",51163,"POINT (-79.450555555556 37.801944444444)"
74130,"Robert Watkins farm","irrigation","Dinwiddie",51053,"POINT (-77.69 37.181388888889)"
74133,"ARCHER CREEK PLANT","manufacturing","Campbell",51031,"POINT (-79.058333333333 37.401666666667)"
74136,"WESTLAKES","municipal","Culpeper",51047,"POINT (-78.022222222222 38.515833333333)"
74138,"HYLTON, DALLAS SONS INC.","municipal","Henry",51089,"POINT (-79.852777777778 36.573611111111)"
74140,"EARLYSVILLE PLANT","manufacturing","Albemarle",51003,"POINT (-78.493611111111 38.143055555556)"
74141,"HANOVER FARMS INC","irrigation","Hanover",51085,"POINT (-77.741331 37.773484)"
74143,"CYPRESS COVE COUNTRY CLUB","commercial","Southampton",51175,"POINT (-76.988333333333 36.701388888889)"
74146,"WARREN C BAIN","irrigation","Dinwiddie",51053,"POINT (-99 -99)"
74147,"THE WATER FRONT SERVICE AREA","municipal","Franklin County",51067,"POINT (-79.65 37.098333333333)"
74149,"EVERGREEN DAIRY","irrigation","Rockingham",51165,"POINT (-78.981389 38.462519)"
74150,"MONTVALE SERVICE AREA","municipal","Bedford County",51019,"POINT (-79.725 37.3875)"
74151,"ORCHARD APPLETREE BOTETOURT E","municipal","Roanoke County",51161,"POINT (-79.875 37.326388888889)"
74152,"DOOMS SERVICE AREA","municipal","Augusta",51015,"POINT (-78.858333333333 38.083333333333)"
74154,"RAPIDAN RIVER WTP","municipal","Greene",51079,"POINT (-78.346388888889 38.276666666667)"
74155,"MIDDLEBROOK SERVICE AREA","municipal","Augusta",51015,"POINT (-79.213888888889 38.051388888889)"
74156,"BLUE RIDGE SCHOOL","commercial","Greene",51079,"POINT (-78.555555555556 38.265277777778)"
74158,"SOUTH SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.031944444444 37.208333333333)"
74159,"NORTH LAKES SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.000277777778 37.323055555556)"
74160,"SCENIC HILLS SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.021944444444 37.206388888889)"
74161,"HAMPDEN HILLS SERVICE AREA","municipal","Roanoke County",51161,"POINT (-79.918333333333 37.240833333333)"
74162,"LONGRIDGE SERVICE AREA","municipal","Roanoke County",51161,"POINT (-80.045277777778 37.234166666667)"
74164,"LABELLEVUE SERVICE AREA","municipal","Roanoke County",51161,"POINT (-79.901111111111 37.322222222222)"
74165,"SPRUCE PINE MINES NO. 18 & 18A","mining","Buchanan",51027,"POINT (-82.922777777778 37.266111111111)"
74166,"460 EAST","municipal","Roanoke County",51161,"POINT (-99 -99)"
74167,"CAMPBELL HILLS","municipal","Roanoke County",51161,"POINT (-99 -99)"
74168,"CARRIAGE HILLS","municipal","Roanoke County",51161,"POINT (-99 -99)"
74169,"FOREST EDGE","municipal","Roanoke County",51161,"POINT (-99 -99)"
74170,"SOMERS FARM SERVICE AREA","municipal","Prince William",51153,"POINT (-77.594166666667 38.768055555556)"
74171,"I-81 MOUNT SIDNEY REST AREA","commercial","Augusta",51015,"POINT (-78.954722222222 38.251388888889)"
74172,"BASKERVILLE CORRECTIONAL UNIT","commercial","Mecklenburg",51117,"POINT (-78.3 36.719444444444)"
74175,"BROKEN HILL-SOUTH HILLS SER AR","municipal","Fauquier",51061,"POINT (-77.7125 38.750277777778)"
74177,"ROLLING MEADOWS SERVICE AREA","municipal","Prince George",51149,"POINT (-77.2875 37.221388888889)"
